Tipo,Número,Situação,Processos Representativos,Data Afetação,Data Desafetação,Data Julgamento,Data Publicação,Data Trâns. Julgado,Ramo Direito,Assunto,Controvérsia,Tese Firmada,Ementa,Ratio Decidendi,Referência Legislativa,Decisão Admissão/Afetação,Acórdão da Admissão ou Afetação do Precedente,Acórdão do Julgamento do Mérito do Precedente,Observações,Limite Suspensão,Detalhamento abrangência suspensão específica,Decisão Suspensão,Data da Determinação de Suspensão de Processos,Link da Decisão de Suspensão,Titulo
Tema STJ,530,Transitado em julgado,,15/03/2012,,09/05/2012,15/05/2012,20/06/2012,DIREITO CIVIL,Espécies de Contratos,Discute-se a validade de notificação extrajudicial realizada por Cartório de Títulos e Documentos de Comarca diversa da do domicílio do devedor.,"A notificação extrajudicial realizada e entregue no endereço do devedor, por via postal e com aviso de recebimento, é válida quando realizada por Cartório de Títulos e Documentos de outra Comarca, mesmo que não seja aquele do domicílio do devedor.",,,,,,,,Não Suspender,,,,,"Tema 530 - Espécies de Contratos - A notificação extrajudicial realizada e entregue no endereço do devedor, por via postal e com aviso de recebimento, é válida quando realizada por Cartório de Títulos e Documentos de outra Comarca, mesmo que não seja aquele do domicílio do devedor."
Tema STJ,536,Transitado em julgado,,11/04/2012,,19/06/2013,20/08/2013,12/09/2013,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Multa de 10%,"Discute-se a necessidade de intimação pessoal do devedor em cumprimento de sentença, antes do que não poderá incidir a multa de 10% sobre o valor da execução.","Na fase de cumprimento de sentença, o devedor deverá ser intimado, na pessoa de seu advogado, mediante publicação na imprensa oficial, para efetuar o pagamento no prazo de 15 (quinze) dias, a partir de quando, caso não o efetue, passará a incidir a multa ",,,,,,,,Não Suspender,,,,,"Tema 536 - Multa de 10% - Na fase de cumprimento de sentença, o devedor deverá ser intimado, na pessoa de seu advogado, mediante publicação na imprensa oficial, para efetuar o pagamento no prazo de 15 (quinze) dias, a partir de quando, caso não o efetue, passará a incidir a multa "
Tema STJ,539,Transitado em julgado,,20/04/2012,,27/06/2012,08/08/2012,05/10/2017,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Competência,Discute-se a competência para processar e julgar litígio instaurado entre entidade fechada de previdência privada e participante de seu plano de benefícios.,Compete à Justiça Estadual processar e julgar litígios instaurados entre entidade de previdência privada e participante de seu plano de benefícios.,,,,,,,,Não Suspender,,,,,Tema 539 - Competência - Compete à Justiça Estadual processar e julgar litígios instaurados entre entidade de previdência privada e participante de seu plano de benefícios.
Tema STJ,541,Transitado em julgado,,27/04/2012,,12/06/2013,21/10/2013,12/12/2015,DIREITO TRIBUTÁRIO,ICMS/ Imposto sobre Circulação de Mercadorias,Discute a possibilidade de creditamento do ICMS incidente sobre a energia elétrica utilizada na prestação de serviços de telecomunicações.,"O ICMS incidente sobre a energia elétrica consumida pelas empresas de telefonia, que promovem processo industrial por equiparação, pode ser creditado para abatimento do imposto devido quando da prestação de serviços.",,,,,,,,Não Suspender,,,,,"Tema 541 - ICMS/ Imposto sobre Circulação de Mercadorias - O ICMS incidente sobre a energia elétrica consumida pelas empresas de telefonia, que promovem processo industrial por equiparação, pode ser creditado para abatimento do imposto devido quando da prestação de serviços."
Tema STJ,542,Transitado em julgado,,27/04/2012,,22/05/2013,27/05/2013,08/08/2013,DIREITO CIVIL,Seguro,"Questão referente ao pagamento gradativo da indenização securitária do seguro DPVAT proporcionalmente ao grau da lesão apurada, na hipótese de invalidez parcial, no limite de R$ 13.500,00 (treze mil e quinhentos reais).","A indenização do seguro DPVAT, em caso de invalidez parcial permanente do beneficiário, será paga de forma proporcional ao grau da invalidez.",,,,,,,,Não Suspender,,,,,"Tema 542 - Seguro - A indenização do seguro DPVAT, em caso de invalidez parcial permanente do beneficiário, será paga de forma proporcional ao grau da invalidez."
Tema STJ,544,Transitado em julgado,,07/05/2012,,28/11/2012,04/06/2013,22/02/2017,Pedidos Genéricos Relativos aos Benefícios em Espécie,Pedidos Genéricos Relativos aos Benefícios em Espécie,"Discute a aplicação da decadência prevista no art. 103 da Lei 8.213/1991, com a redação dada pela MP 1.523/1997, sobre o direito do segurado de revisar benefício concedido antes da publicação deste último preceito legal.","O suporte de incidência do prazo decadencial previsto no art. 103 da Lei 8.213/1991 é o direito de revisão dos benefícios, e não o direito ao benefício previdenciário. Incide o prazo de decadência do art. 103 da Lei 8.213/1991, instituído pela Medida Prov",,,,,,,,Não Suspender,,,,,"Tema 544 - Pedidos Genéricos Relativos aos Benefícios em Espécie - O suporte de incidência do prazo decadencial previsto no art. 103 da Lei 8.213/1991 é o direito de revisão dos benefícios, e não o direito ao benefício previdenciário. Incide o prazo de decadência do art. 103 da Lei 8.213/1991, instituído pela Medida Prov"
Tema STJ,555,Transitado em julgado,,15/06/2012,,22/08/2012,03/09/2012,04/10/2012,DIREITO PREVIDENCIÁRIO,Pessoa com Deficiência,"Discute-se a possibilidade de cumular auxílio-acidente com aposentadoria, diante do art. 86, § 3º, da Lei 8.213/91, com a redação dada pela Medida Provisória 1.596-14/97 (D.O.U. 11.11.1997), posteriormente convertida na Lei n. 9.528/97.","A acumulação do auxílio-acidente com proventos de aposentadoria pressupõe que a eclosão da lesão incapacitante, apta a gerar o direito ao auxílio-acidente, e a concessão da aposentadoria sejam anteriores à alteração do art. 86, §§ 2º e 3º, da Lei 8.213/19",,,,,,,,Não Suspender,,,,,"Tema 555 - Pessoa com Deficiência - A acumulação do auxílio-acidente com proventos de aposentadoria pressupõe que a eclosão da lesão incapacitante, apta a gerar o direito ao auxílio-acidente, e a concessão da aposentadoria sejam anteriores à alteração do art. 86, §§ 2º e 3º, da Lei 8.213/19"
Tema STJ,560,Transitado em julgado,,15/08/2012,,10/04/2013,16/04/2013,27/05/2014,DIREITO CIVIL,Enriquecimento sem Causa,Questão referente ao prazo de prescrição da pretensão de restituição de valores pagos para o custeio de extensão de rede de energia elétrica.,"Em se tratando de pedido relativo a valores para cujo ressarcimento não havia previsão contratual (pactuação prevista em instrumento, em regra, nominado de 'TERMO DE CONTRIBUIÇÃO'), a pretensão prescreve em 20 (vinte) anos, na vigência do Código Civil de ",,,,,,,,Não Suspender,,,,,"Tema 560 - Enriquecimento sem Causa - Em se tratando de pedido relativo a valores para cujo ressarcimento não havia previsão contratual (pactuação prevista em instrumento, em regra, nominado de 'TERMO DE CONTRIBUIÇÃO'), a pretensão prescreve em 20 (vinte) anos, na vigência do Código Civil de "
Tema STJ,564,Transitado em julgado,,01/08/2012,,04/02/2013,14/02/2013,22/03/2013,DIREITO CIVIL,Cheque,Discute-se a necessidade de descrição da causa debendi para ajuizamento de ação monitória embasada em cheque prescrito.,"Em ação monitória fundada em cheque prescrito, ajuizada em face do emitente, é dispensável menção ao negócio jurídico subjacente à emissão da cártula.",,,,,,,,Não Suspender,,,,,"Tema 564 - Cheque - Em ação monitória fundada em cheque prescrito, ajuizada em face do emitente, é dispensável menção ao negócio jurídico subjacente à emissão da cártula."
Tema STJ,566,Transitado em julgado,,31/08/2012,,12/09/2018,16/10/2018,14/05/2019,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Extinção da Execução,Discute-se a sistemática para a contagem da prescrição intercorrente (prescrição após a propositura da ação) prevista no art. 40 e parágrafos da Lei da Execução Fiscal (Lei n. 6.830/80): qual o pedido de suspensão por parte da Fazenda Pública que inaugura,"O prazo de 1 (um) ano de suspensão do processo e do respectivo prazo prescricional previsto no art. 40, §§ 1º e 2º da Lei n. 6.830/80 - LEF tem início automaticamente na data da ciência da Fazenda Pública a respeito da não localização do devedor ou da ine",,,,,,,,Não Suspender,,,,,"Tema 566 - Extinção da Execução - O prazo de 1 (um) ano de suspensão do processo e do respectivo prazo prescricional previsto no art. 40, §§ 1º e 2º da Lei n. 6.830/80 - LEF tem início automaticamente na data da ciência da Fazenda Pública a respeito da não localização do devedor ou da ine"
Tema STJ,567,Transitado em julgado,,31/08/2012,,12/09/2018,16/10/2018,14/05/2019,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Extinção da Execução,Discute-se a sistemática para a contagem da prescrição intercorrente (prescrição após a propositura da ação) prevista no art. 40 e parágrafos da Lei da Execução Fiscal (Lei n. 6.830/80): Se o prazo de 1 (um) ano de suspensão somado aos outros 5 (cinco) an,"Havendo ou não petição da Fazenda Pública e havendo ou não pronunciamento judicial nesse sentido, findo o prazo de 1 (um) ano de suspensão inicia-se automaticamente o prazo prescricional aplicável.",,,,,,,,Não Suspender,,,,,"Tema 567 - Extinção da Execução - Havendo ou não petição da Fazenda Pública e havendo ou não pronunciamento judicial nesse sentido, findo o prazo de 1 (um) ano de suspensão inicia-se automaticamente o prazo prescricional aplicável."
Tema STJ,568,Transitado em julgado,,31/08/2012,,12/09/2018,16/10/2018,14/05/2019,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Extinção da Execução,Discute-se a sistemática para a contagem da prescrição intercorrente (prescrição após a propositura da ação) prevista no art. 40 e parágrafos da Lei da Execução Fiscal (Lei n. 6.830/80): quais são os obstáculos ao curso do prazo prescricional da prescriçã,"A efetiva constrição patrimonial e a efetiva citação (ainda que por edital) são aptas a interromper o curso da prescrição intercorrente, não bastando para tal o mero peticionamento em juízo, requerendo, v.g., a feitura da penhora sobre ativos financeiros ",,,,,,,,Não Suspender,,,,,"Tema 568 - Extinção da Execução - A efetiva constrição patrimonial e a efetiva citação (ainda que por edital) são aptas a interromper o curso da prescrição intercorrente, não bastando para tal o mero peticionamento em juízo, requerendo, v.g., a feitura da penhora sobre ativos financeiros "
Tema STJ,569,Transitado em julgado,,31/08/2012,,12/09/2018,16/10/2018,14/05/2019,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Extinção da Execução,Discute-se a sistemática para a contagem da prescrição intercorrente (prescrição após a propositura da ação) prevista no art. 40 e parágrafos da Lei da Execução Fiscal (Lei n. 6.830/80): se a ausência de intimação da Fazenda Pública quanto ao despacho que,"Havendo ou não petição da Fazenda Pública e havendo ou não pronunciamento judicial nesse sentido, findo o prazo de 1 (um) ano de suspensão inicia-se automaticamente o prazo prescricional aplicável.",,,,,,,,Não Suspender,,,,,"Tema 569 - Extinção da Execução - Havendo ou não petição da Fazenda Pública e havendo ou não pronunciamento judicial nesse sentido, findo o prazo de 1 (um) ano de suspensão inicia-se automaticamente o prazo prescricional aplicável."
Tema STJ,570,Transitado em julgado,,31/08/2012,,12/09/2018,16/10/2018,14/05/2019,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Extinção da Execução,Discute-se a sistemática para a contagem da prescrição intercorrente (prescrição após a propositura da ação) prevista no art. 40 e parágrafos da Lei da Execução Fiscal (Lei n. 6.830/80): se a ausência de intimação da Fazenda Pública quanto ao despacho que,"A Fazenda Pública, em sua primeira oportunidade de falar nos autos (art. 245 do CPC/73, correspondente ao art. 278 do CPC/2015), ao alegar nulidade pela falta de qualquer intimação dentro do procedimento do art. 40 da LEF, deverá demonstrar o prejuízo que",,,,,,,,Não Suspender,,,,,"Tema 570 - Extinção da Execução - A Fazenda Pública, em sua primeira oportunidade de falar nos autos (art. 245 do CPC/73, correspondente ao art. 278 do CPC/2015), ao alegar nulidade pela falta de qualquer intimação dentro do procedimento do art. 40 da LEF, deverá demonstrar o prejuízo que"
Tema STJ,571,Transitado em julgado,,31/08/2012,,12/09/2018,16/10/2018,14/05/2019,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Extinção da Execução,Discute-se a sistemática para a contagem da prescrição intercorrente (prescrição após a propositura da ação) prevista no art. 40 e parágrafos da Lei da Execução Fiscal (Lei n. 6.830/80): se a ausência de intimação da Fazenda Pública quanto ao despacho que,"A Fazenda Pública, em sua primeira oportunidade de falar nos autos (art. 245 do CPC/73, correspondente ao art. 278 do CPC/2015), ao alegar nulidade pela falta de qualquer intimação dentro do procedimento do art. 40 da LEF, deverá demonstrar o prejuízo que",,,,,,,,Não Suspender,,,,,"Tema 571 - Extinção da Execução - A Fazenda Pública, em sua primeira oportunidade de falar nos autos (art. 245 do CPC/73, correspondente ao art. 278 do CPC/2015), ao alegar nulidade pela falta de qualquer intimação dentro do procedimento do art. 40 da LEF, deverá demonstrar o prejuízo que"
Tema STJ,572,Transitado em julgado,,04/09/2012,,03/12/2014,02/02/2015,10/06/2015,DIREITO CIVIL,Tabela Price,"Questiona se a existência/inexistência de juros capitalizados em contratos que utilizam a Tabela Price é matéria de fato - e por isso demandaria a realização de provas - ou exclusivamente jurídica, dispensada a dilação probatória.","A análise acerca da legalidade da utilização da Tabela Price - mesmo que em abstrato - passa, necessariamente, pela constatação da eventual capitalização de juros (ou incidência de juros compostos, juros sobre juros ou anatocismo), que é questão de fato e",,,,,,,,Não Suspender,,,,,"Tema 572 - Tabela Price - A análise acerca da legalidade da utilização da Tabela Price - mesmo que em abstrato - passa, necessariamente, pela constatação da eventual capitalização de juros (ou incidência de juros compostos, juros sobre juros ou anatocismo), que é questão de fato e"
Tema STJ,575,Transitado em julgado,,04/09/2012,,10/04/2013,16/04/2013,27/03/2014,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Energia Elétrica,Questão referente à pretensão de restituição dos valores pagos para o custeio de extensão de rede de energia elétrica.,"1. A participação financeira do consumidor no custeio de construção de rede elétrica não é, por si só, ilegal, uma vez que, na vigência do Decreto n. 41.019/57, havia previsão normativa de obras que deviam ser custeadas pela concessionária (art. 141), pel",,,,,,,,Não Suspender,,,,,"Tema 575 - Energia Elétrica - 1. A participação financeira do consumidor no custeio de construção de rede elétrica não é, por si só, ilegal, uma vez que, na vigência do Decreto n. 41.019/57, havia previsão normativa de obras que deviam ser custeadas pela concessionária (art. 141), pel"
Tema STJ,576,Transitado em julgado,,04/09/2012,,14/08/2013,02/09/2013,10/10/2013,DIREITO CIVIL,Cédula de Crédito Bancário,"Discute-se a força executiva da Cédula de Crédito Bancário, título de crédito disciplinado pela Lei n. 10.931/2004.","A Cédula de Crédito Bancário é título executivo extrajudicial, representativo de operações de crédito de qualquer natureza, circunstância que autoriza sua emissão para documentar a abertura de crédito em conta-corrente, nas modalidades de crédito rotativo",,,,,,,,Não Suspender,,,,,"Tema 576 - Cédula de Crédito Bancário - A Cédula de Crédito Bancário é título executivo extrajudicial, representativo de operações de crédito de qualquer natureza, circunstância que autoriza sua emissão para documentar a abertura de crédito em conta-corrente, nas modalidades de crédito rotativo"
Tema STJ,577,Transitado em julgado,,04/09/2012,,13/11/2013,10/12/2013,27/03/2014,DIREITO CIVIL,Promessa de Compra e Venda,Discussão referente à forma de devolução dos valores devidos ao promitente comprador (se imediatamente ou somente ao término da obra) em razão da rescisão do contrato de promessa de compra e venda de imóvel.,"Em contratos submetidos ao Código de Defesa do Consumidor, é abusiva a cláusula contratual que determina a restituição dos valores devidos somente ao término da obra ou de forma parcelada, na hipótese de resolução de contato de promessa de compra e venda ",,,,,,,,Não Suspender,,,,,"Tema 577 - Promessa de Compra e Venda - Em contratos submetidos ao Código de Defesa do Consumidor, é abusiva a cláusula contratual que determina a restituição dos valores devidos somente ao término da obra ou de forma parcelada, na hipótese de resolução de contato de promessa de compra e venda "
Tema STJ,578,Transitado em julgado,,12/09/2012,,12/06/2013,07/10/2013,13/11/2013,Liquidação / Cumprimento / Execução,Liquidação / Cumprimento / Execução,"Discute se a parte executada, ainda que não apresente elementos concretos que justifiquem a incidência do princípio da menor onerosidade (art. 620 do CPC), possui direito subjetivo à aceitação do bem por ela nomeado à penhora em Execução Fiscal, em desaco","Em princípio, nos termos do art. 9°, III, da Lei 6.830/1980, cumpre ao executado nomear bens à penhora, observada a ordem legal. É dele o ônus de comprovar a imperiosa necessidade de afastá-la, e, para que essa providência seja adotada, mostra-se insufici",,,,,,,,Não Suspender,,,,,"Tema 578 - Liquidação / Cumprimento / Execução - Em princípio, nos termos do art. 9°, III, da Lei 6.830/1980, cumpre ao executado nomear bens à penhora, observada a ordem legal. É dele o ônus de comprovar a imperiosa necessidade de afastá-la, e, para que essa providência seja adotada, mostra-se insufici"
Tema STJ,585,Transitado em julgado,,29/10/2012,,10/04/2013,17/04/2013,20/05/2013,DIREITO PENAL,Aplicação da Pena,Discute-se a possibilidade de compensação da atenuante da confissão espontânea com a agravante da reincidência.,"É possível, na segunda fase da dosimetria da pena, a compensação da atenuante da confissão espontânea com a agravante da reincidência.",,,,,,,,Não Suspender,,,,,"Tema 585 - Aplicação da Pena - É possível, na segunda fase da dosimetria da pena, a compensação da atenuante da confissão espontânea com a agravante da reincidência."
Tema STJ,589,Transitado em julgado,,13/11/2012,,14/08/2013,23/08/2013,25/02/2014,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Suspensão do Processo,"Discute-se a possibilidade de suspensão, nos termos da legislação vigente, do andamento de inúmeros processos até o julgamento em ação coletiva da tese jurídica de fundo neles indicada.","Ajuizada ação coletiva atinente a macro-lide geradora de processos multitudinários, suspendem-se as ações individuais, no aguardo do julgamento da ação coletiva.",,,,,,,,Não Suspender,,,,,"Tema 589 - Suspensão do Processo - Ajuizada ação coletiva atinente a macro-lide geradora de processos multitudinários, suspendem-se as ações individuais, no aguardo do julgamento da ação coletiva."
Tema STJ,593,Transitado em julgado,,11/09/2012,,26/09/2012,04/12/2012,05/02/2013,DIREITO PENAL,Violação de direito autoral,"PENAL E PROCESSO PENAL. RECURSO ESPECIAL. OFENSA AO ART. 184, § 2°, DO CP. MERCANCIA DE CD'S E DVD'S ""PIRATAS"". ATIPICIDADE DA CONDUTA EM FACE DO PRINCÍPIO DA ADEQUAÇÃO SOCIAL.","Considera-se ""típica, formal e materialmente, a conduta prevista no artigo 184, § 2º, do Código Penal, afastando, assim, a aplicação do princípio da adequação social, de quem expõe à venda CD's E DVD's 'piratas'.""",,,,,,,,Não Suspender,,,,,"Tema 593 - Violação de direito autoral - Considera-se ""típica, formal e materialmente, a conduta prevista no artigo 184, § 2º, do Código Penal, afastando, assim, a aplicação do princípio da adequação social, de quem expõe à venda CD's E DVD's 'piratas'."""
Tema STJ,610,Transitado em julgado,,14/02/2013,,10/08/2016,19/09/2016,17/11/2016,DIREITO CIVIL,Prescrição e Decadência,Discussão sobre o prazo prescricional para exercício da pretensão de revisão de cláusula contratual que prevê reajuste de plano de saúde e respectiva repetição dos valores supostamente pagos a maior.,"Na vigência dos contratos de plano ou de seguro de assistência à saúde, a pretensão condenatória decorrente da declaração de nulidade de cláusula de reajuste nele prevista prescreve em 20 anos (art. 177 do CC/1916) ou em 3 anos (art. 206, § 3º, IV, do CC/",,,,,,,,Não Suspender,,,,,"Tema 610 - Prescrição e Decadência - Na vigência dos contratos de plano ou de seguro de assistência à saúde, a pretensão condenatória decorrente da declaração de nulidade de cláusula de reajuste nele prevista prescreve em 20 anos (art. 177 do CC/1916) ou em 3 anos (art. 206, § 3º, IV, do CC/"
Tema STJ,618,Transitado em julgado,,07/06/2013,,28/08/2013,24/10/2013,10/02/2014,DIREITO CIVIL,Contratos Bancários,"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.","Nos contratos bancários celebrados até 30/04/2008 (fim da vigência da Resolução CMN 2.303/96) era válida a pactuação das Tarifas de Abertura de Crédito (TAC) e de Emissão de Carnê (TEC), ou outra denominação para o mesmo fato gerador, ressalvado o exame d",,,,,,,,Não Suspender,,,,,"Tema 618 - Contratos Bancários - Nos contratos bancários celebrados até 30/04/2008 (fim da vigência da Resolução CMN 2.303/96) era válida a pactuação das Tarifas de Abertura de Crédito (TAC) e de Emissão de Carnê (TEC), ou outra denominação para o mesmo fato gerador, ressalvado o exame d"
Tema STJ,619,Transitado em julgado,,07/06/2013,,28/08/2013,24/10/2013,10/02/2014,DIREITO CIVIL,Contratos Bancários,"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.","Com a vigência da Resolução CMN 3.518/2007, em 30/04/2008, a cobrança por serviços bancários prioritários para pessoas físicas ficou limitada às hipóteses taxativamente previstas em norma padronizadora expedida pela autoridade monetária. Desde então, não ",,,,,,,,Não Suspender,,,,,"Tema 619 - Contratos Bancários - Com a vigência da Resolução CMN 3.518/2007, em 30/04/2008, a cobrança por serviços bancários prioritários para pessoas físicas ficou limitada às hipóteses taxativamente previstas em norma padronizadora expedida pela autoridade monetária. Desde então, não "
Tema STJ,620,Transitado em julgado,,07/06/2013,,28/08/2013,24/10/2013,10/02/2014,DIREITO CIVIL,Contratos Bancários,"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.","Permanece válida a tarifa de cadastro expressamente tipificada em ato normativo padronizador da autoridade monetária, a qual somente pode ser cobranda do início do relacionamento entre o consumidor e a instituição financeira.",,,,,,,,Não Suspender,,,,,"Tema 620 - Contratos Bancários - Permanece válida a tarifa de cadastro expressamente tipificada em ato normativo padronizador da autoridade monetária, a qual somente pode ser cobranda do início do relacionamento entre o consumidor e a instituição financeira."
Tema STJ,621,Transitado em julgado,,07/06/2013,,28/08/2013,24/10/2013,10/02/2014,DIREITO CIVIL,Espécies de Contratos,"Questão referente à possibilidade de cobranças das taxas/tarifas administrativas para abertura de crédito e de emissão de carnê e de pagamento parcelado do Imposto sobre Operações Financeiras (IOF), dentre outros encargos.","Podem as partes convencionar o pagamento do Imposto sobre Operações Financeiras e de Crédito (IOF) por meio de financiamento acessório ao mútuo principal, sujeitando-o aos mesmos encargos contratuais.",,,,,,,,Não Suspender,,,,,"Tema 621 - Espécies de Contratos - Podem as partes convencionar o pagamento do Imposto sobre Operações Financeiras e de Crédito (IOF) por meio de financiamento acessório ao mútuo principal, sujeitando-o aos mesmos encargos contratuais."
Tema STJ,622,Transitado em julgado,,01/03/2013,,25/11/2015,16/02/2016,16/08/2016,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discute-se a necessidade ou não de ajuizamento de ação autônoma ou de oferecimento de reconvenção para que o réu faça jus à devolução em dobro por cobrança de dívida paga (artigo 1.531 do Código Civil de 1916, atual artigo 940 do Código Civil de 2002).","A aplicação da sanção civil do pagamento em dobro por cobrança judicial de dívida já adimplida (cominação encartada no artigo 1.531 do Código Civil de 1916, reproduzida no artigo 940 do Código Civil de 2002) pode ser postulada pelo réu na própria defesa, ",,,,,,,,Não Suspender,,,,,"Tema 622 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - A aplicação da sanção civil do pagamento em dobro por cobrança judicial de dívida já adimplida (cominação encartada no artigo 1.531 do Código Civil de 1916, reproduzida no artigo 940 do Código Civil de 2002) pode ser postulada pelo réu na própria defesa, "
Tema STJ,624,Transitado em julgado,,07/03/2013,,23/09/2015,18/12/2015,02/03/2016,DIREITO TRIBUTÁRIO,Cofins,"Discute-se a isenção da Cofins às atividades próprias das entidades sem fins lucrativos para fins de gozo da isenção prevista no art. 14, X, da MP n. 2.158-35/2001. Verificação da legalidade do art. 47, II e § 2º, da Instrução Normativa SRF n. 247/2002. S","As receitas auferidas a título de mensalidades dos alunos de instituições de ensino sem fins lucrativos são decorrentes de ""atividades próprias da entidade"", conforme o exige a isenção estabelecida no art. 14, X, da Medida Provisória n. 1.858/99 (atual MP",,,,,,,,Não Suspender,,,,,"Tema 624 - Cofins - As receitas auferidas a título de mensalidades dos alunos de instituições de ensino sem fins lucrativos são decorrentes de ""atividades próprias da entidade"", conforme o exige a isenção estabelecida no art. 14, X, da Medida Provisória n. 1.858/99 (atual MP"
Tema STJ,630,Transitado em julgado,,25/03/2013,,10/09/2014,17/09/2014,28/10/2014,DIREITO CIVIL,Dissolução,"Discute a possibilidade de redirecionamento da execução fiscal contra o diretor da empresa executada, por dívida de natureza não tributária, diante de indícios de dissolução irregular, nos termos da legislação civil.","Em execução fiscal de dívida ativa tributária ou não-tributária, dissolvida irregularmente a empresa, está legitimado o redirecionamento ao sócio-gerente.",,,,,,,,Não Suspender,,,,,"Tema 630 - Dissolução - Em execução fiscal de dívida ativa tributária ou não-tributária, dissolvida irregularmente a empresa, está legitimado o redirecionamento ao sócio-gerente."
Tema STJ,641,Transitado em julgado,,26/04/2013,,11/12/2013,03/02/2014,11/03/2014,DIREITO CIVIL,Prescrição e Decadência,"Discussão: se o prazo para ajuizamento ação monitória fundada em nota promissória prescrita é o previsto no artigo 206, § 5º, I, do Código Civil, pois, em que pese a prescrição, constitui instrumento  representante de dívida líquida, certa e exigível.","O prazo para ajuizamento de ação monitória em face do emitente de nota promissória sem força executiva é quinquenal, a contar do dia seguinte ao vencimento do título.",,,,,,,,Não Suspender,,,,,"Tema 641 - Prescrição e Decadência - O prazo para ajuizamento de ação monitória em face do emitente de nota promissória sem força executiva é quinquenal, a contar do dia seguinte ao vencimento do título."
Tema STJ,648,Transitado em julgado,,07/05/2013,,10/12/2014,02/02/2015,11/03/2015,Tutela Provisória,Tutela Provisória,"Discussão envolvendo ação cautelar de exibição de documentos, em que se questiona o interesse de agir da parte, alegando-se que o pedido de exibição de documentos deveria ser feito no bojo da própria ação principal.","A propositura de ação cautelar de exibição de documentos bancários (cópias e segunda via de documentos) é cabível como medida preparatória a fim de instruir a ação principal, bastando a demonstração da existência de relação jurídica entre as partes, a com",,,,,,,,Não Suspender,,,,,"Tema 648 - Tutela Provisória - A propositura de ação cautelar de exibição de documentos bancários (cópias e segunda via de documentos) é cabível como medida preparatória a fim de instruir a ação principal, bastando a demonstração da existência de relação jurídica entre as partes, a com"
Tema STJ,654,Transitado em julgado,,21/05/2013,,26/02/2014,12/03/2014,22/04/2014,DIREITO CIVIL,Cédula de Crédito Rural,Discute a possibilidade de celebração de cláusula contratual que preveja a capitalização dos juros em periodicidade mensal.,A legislação sobre cédulas de crédito rural admite o pacto de capitalização de juros em periodicidade inferior à semestral.,,,,,,,,Não Suspender,,,,,Tema 654 - Cédula de Crédito Rural - A legislação sobre cédulas de crédito rural admite o pacto de capitalização de juros em periodicidade inferior à semestral.
Tema STJ,655,Transitado em julgado,,09/10/2012,,25/09/2013,01/04/2014,02/05/2014,Execução Penal e de Medidas Alternativas,Execução Penal e de Medidas Alternativas,PRÁTICA DE CRIME DOLOSO. FALTA GRAVE. DISCUSSÃO ACERCA DA NECESSIDADE DE TRÂNSITO EM JULGADO DA SENTENÇA PENAL CONDENATÓRIA PARA O RECONHECIMENTO DA INFRAÇÃO DISCIPLINAR.,O reconhecimento de falta grave decorrente do cometimento de fato definido como crime doloso no cumprimento da pena prescinde do trânsito em julgado de sentença penal condenatória no processo penal instaurado para apuração do fato.,,,,,,,,Não Suspender,,,,,Tema 655 - Execução Penal e de Medidas Alternativas - O reconhecimento de falta grave decorrente do cometimento de fato definido como crime doloso no cumprimento da pena prescinde do trânsito em julgado de sentença penal condenatória no processo penal instaurado para apuração do fato.
Tema STJ,685,Acórdão publicado,,09/04/2014,,21/05/2014,16/10/2014,,DIREITO CIVIL,Juros de Mora - Legais / Contratuais,Discussão quanto ao termo inicial dos juros de mora de sentença proferida em Ação Civil Pública é a citação na liquidação daquela sentença coletiva.,"Os juros de mora incidem a partir da citação do devedor no processo de conhecimento da Ação Civil Pública quando esta se fundar em responsabilidade contratual, cujo inadimplemento já produza a mora, salvo a configuração da mora em momento anterior.",,,,,,,,Não Suspender,,,,,"Tema 685 - Juros de Mora - Legais / Contratuais - Os juros de mora incidem a partir da citação do devedor no processo de conhecimento da Ação Civil Pública quando esta se fundar em responsabilidade contratual, cujo inadimplemento já produza a mora, salvo a configuração da mora em momento anterior."
